AFFYMETRIX_3PRIME_IVT_ID	Name	Species
204180_s_at	zinc finger and BTB domain containing 43(ZBTB43)	Homo sapiens
215751_at	RNA binding motif protein 26(RBM26)	Homo sapiens
215503_at	serine peptidase inhibitor, Kunitz type 3(SPINT3)	Homo sapiens
202401_s_at	serum response factor(SRF)	Homo sapiens
233293_at	neuronal PAS domain protein 3(NPAS3)	Homo sapiens
227545_at	BRCA1 associated RING domain 1(BARD1)	Homo sapiens
223767_at	G protein-coupled receptor 84(GPR84)	Homo sapiens
214975_s_at	myotubularin related protein 1(MTMR1)	Homo sapiens
238468_at	trinucleotide repeat containing 6B(TNRC6B)	Homo sapiens
231578_at	guanylate binding protein 1(GBP1)	Homo sapiens
227394_at	neural cell adhesion molecule 1(NCAM1)	Homo sapiens
212843_at	neural cell adhesion molecule 1(NCAM1)	Homo sapiens
1552318_at	GTPase, IMAP family member 1(GIMAP1)	Homo sapiens
236401_at	GTPase, IMAP family member 1(GIMAP1)	Homo sapiens
1552278_a_at	solute carrier family 46 member 1(SLC46A1)	Homo sapiens
209624_s_at	methylcrotonoyl-CoA carboxylase 2(MCCC2)	Homo sapiens
220231_at	protein phosphatase 1 regulatory subunit 17(PPP1R17)	Homo sapiens
212916_at	PHD finger protein 8(PHF8)	Homo sapiens
1554719_at	NADH:ubiquinone oxidoreductase subunit A10(NDUFA10)	Homo sapiens
220366_at	epididymal sperm binding protein 1(ELSPBP1)	Homo sapiens
1554601_at	Na+/K+ transporting ATPase interacting 2(NKAIN2)	Homo sapiens
218219_s_at	LanC like 2(LANCL2)	Homo sapiens
214005_at	gamma-glutamyl carboxylase(GGCX)	Homo sapiens
205026_at	signal transducer and activator of transcription 5B(STAT5B)	Homo sapiens
236661_at	IQ motif containing F6(IQCF6)	Homo sapiens
220066_at	nucleotide binding oligomerization domain containing 2(NOD2)	Homo sapiens
230297_x_at	synaptic Ras GTPase activating protein 1(SYNGAP1)	Homo sapiens
244352_at	CD84 molecule(CD84)	Homo sapiens
236648_at	guanine monophosphate synthase(GMPS)	Homo sapiens
1556579_s_at	immunoglobulin superfamily member 10(IGSF10)	Homo sapiens
211085_s_at	serine/threonine kinase 4(STK4)	Homo sapiens
208080_at	aurora kinase A(AURKA)	Homo sapiens
224169_at	neuropeptide FF receptor 2(NPFFR2)	Homo sapiens
209191_at	tubulin beta 6 class V(TUBB6)	Homo sapiens
1557073_s_at	tau tubulin kinase 2(TTBK2)	Homo sapiens
240011_at	tau tubulin kinase 2(TTBK2)	Homo sapiens
221805_at	neurofilament, light polypeptide(NEFL)	Homo sapiens
230469_at	rhotekin 2(RTKN2)	Homo sapiens
221615_at	bone morphogenetic protein 8b(BMP8B)	Homo sapiens
208952_s_at	La ribonucleoprotein domain family member 4B(LARP4B)	Homo sapiens
1556176_at	TATA-box binding protein associated factor 8(TAF8)	Homo sapiens
1556178_x_at	TATA-box binding protein associated factor 8(TAF8)	Homo sapiens
204729_s_at	syntaxin 1A(STX1A)	Homo sapiens
201032_at	bladder cancer associated protein(BLCAP)	Homo sapiens
236669_at	SDCBP2 antisense RNA 1(SDCBP2-AS1)	Homo sapiens
204455_at	dystonin(DST)	Homo sapiens
1555944_at	family with sequence similarity 120A(FAM120A)	Homo sapiens
1558515_at	FTX transcript, XIST regulator (non-protein coding)(FTX)	Homo sapiens
244368_x_at	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone(SUGT1)	Homo sapiens
232993_at	synaptojanin 1(SYNJ1)	Homo sapiens
203217_s_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(ST3GAL5)	Homo sapiens
213284_at	ZFP36 ring finger protein like 1(ZFP36L1)	Homo sapiens
240257_at	synaptojanin 2(SYNJ2)	Homo sapiens
229642_at	Rho guanine nucleotide exchange factor 7(ARHGEF7)	Homo sapiens
212723_at	arginine demethylase and lysine hydroxylase(JMJD6)	Homo sapiens
212722_s_at	arginine demethylase and lysine hydroxylase(JMJD6)	Homo sapiens
209567_at	ribosome biogenesis regulator homolog(RRS1)	Homo sapiens
219257_s_at	sphingosine kinase 1(SPHK1)	Homo sapiens
210553_x_at	uncharacterized LOC100507472(LOC100507472)	Homo sapiens
214094_at	far upstream element binding protein 1(FUBP1)	Homo sapiens
64064_at	GIMAP1-GIMAP5 readthrough(GIMAP1-GIMAP5)	Homo sapiens
218805_at	GIMAP1-GIMAP5 readthrough(GIMAP1-GIMAP5)	Homo sapiens
222115_x_at	glyoxylate reductase 1 homolog(GLYR1)	Homo sapiens
200054_at	ZPR1 zinc finger(ZPR1)	Homo sapiens
233488_at	ribonuclease A family member 7(RNASE7)	Homo sapiens
237684_at	uncharacterized LOC100507461(LOC100507461)	Homo sapiens
1555852_at	PSMB8 antisense RNA 1 (head to head)(PSMB8-AS1)	Homo sapiens
203927_at	NFKB inhibitor epsilon(NFKBIE)	Homo sapiens
216275_at	BUB1 mitotic checkpoint serine/threonine kinase(BUB1)	Homo sapiens
241598_at	nudix hydrolase 10(NUDT10)	Homo sapiens
208366_at	protocadherin 11 X-linked(PCDH11X)	Homo sapiens
211507_s_at	myotubularin related protein 3(MTMR3)	Homo sapiens
235184_at	AE binding protein 2(AEBP2)	Homo sapiens
204324_s_at	golgi integral membrane protein 4(GOLIM4)	Homo sapiens
201259_s_at	synaptophysin like 1(SYPL1)	Homo sapiens
223474_at	interferon regulatory factor 2 binding protein like(IRF2BPL)	Homo sapiens
221049_s_at	DNA polymerase lambda(POLL)	Homo sapiens
226583_at	chromosome 12 open reading frame 76(C12orf76)	Homo sapiens
205349_at	G protein subunit alpha 15(GNA15)	Homo sapiens
1557258_a_at	B-cell CLL/lymphoma 10(BCL10)	Homo sapiens
200911_s_at	transforming acidic coiled-coil containing protein 1(TACC1)	Homo sapiens
204030_s_at	IQCJ-SCHIP1 readthrough(IQCJ-SCHIP1)	Homo sapiens
209593_s_at	torsin family 1 member B(TOR1B)	Homo sapiens
202982_s_at	acyl-CoA thioesterase 2(ACOT2)	Homo sapiens
212791_at	chromosome 1 open reading frame 216(C1orf216)	Homo sapiens
214779_s_at	small G protein signaling modulator 3(SGSM3)	Homo sapiens
236461_at	abhydrolase domain containing 1(ABHD1)	Homo sapiens
229909_at	beta-1,4-N-acetyl-galactosaminyltransferase 3(B4GALNT3)	Homo sapiens
202992_at	complement C7(C7)	Homo sapiens
220837_at	uncharacterized LOC100996325(LOC100996325)	Homo sapiens
224839_s_at	glutamic--pyruvic transaminase 2(GPT2)	Homo sapiens
228831_s_at	G protein subunit gamma 7(GNG7)	Homo sapiens
232725_s_at	membrane spanning 4-domains A6A(MS4A6A)	Homo sapiens
228523_at	nanos C2HC-type zinc finger 1(NANOS1)	Homo sapiens
1554987_at	golgin A3(GOLGA3)	Homo sapiens
236624_at	long intergenic non-protein coding RNA 1128(LINC01128)	Homo sapiens
241950_at	WW and C2 domain containing 1(WWC1)	Homo sapiens
227080_at	zinc finger protein 697(ZNF697)	Homo sapiens
201695_s_at	purine nucleoside phosphorylase(PNP)	Homo sapiens
221977_at	T-box 2(TBX2)	Homo sapiens
1555572_at	carbonic anhydrase 6(CA6)	Homo sapiens
241672_at	serine rich and transmembrane domain containing 1(SERTM1)	Homo sapiens
230637_at	sideroflexin 4(SFXN4)	Homo sapiens
229784_at	microRNA 424(MIR424)	Homo sapiens
213683_at	acyl-CoA synthetase long-chain family member 6(ACSL6)	Homo sapiens
237781_at	HORMA domain containing 2(HORMAD2)	Homo sapiens
216647_at	transcription factor 3(TCF3)	Homo sapiens
210776_x_at	transcription factor 3(TCF3)	Homo sapiens
243244_at	calcium voltage-gated channel auxiliary subunit beta 4(CACNB4)	Homo sapiens
205255_x_at	transcription factor 7 (T-cell specific, HMG-box)(TCF7)	Homo sapiens
1564084_at	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(CAD)	Homo sapiens
212704_at	zinc finger CCHC-type containing 11(ZCCHC11)	Homo sapiens
206190_at	G protein-coupled receptor 17(GPR17)	Homo sapiens
242474_s_at	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)(VMA21)	Homo sapiens
235194_at	two pore segment channel 2(TPCN2)	Homo sapiens
229043_at	poly(A) RNA polymerase D5, non-canonical(PAPD5)	Homo sapiens
226843_s_at	poly(A) RNA polymerase D5, non-canonical(PAPD5)	Homo sapiens
212445_s_at	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase(NEDD4L)	Homo sapiens
231881_at	caldesmon 1(CALD1)	Homo sapiens
223473_at	MPV17 mitochondrial inner membrane protein like 2(MPV17L2)	Homo sapiens
204269_at	Pim-2 proto-oncogene, serine/threonine kinase(PIM2)	Homo sapiens
232717_at	kalirin, RhoGEF kinase(KALRN)	Homo sapiens
215433_at	dpy-19 like 1(DPY19L1)	Homo sapiens
217993_s_at	methionine adenosyltransferase 2B(MAT2B)	Homo sapiens
226540_at	cilia and flagella associated protein 73(CFAP73)	Homo sapiens
231569_at	transmembrane protein 31(TMEM31)	Homo sapiens
236150_at	hydroxylysine kinase(HYKK)	Homo sapiens
229549_at	calumenin(CALU)	Homo sapiens
231889_at	ubiquitin protein ligase E3 component n-recognin 4(UBR4)	Homo sapiens
205642_at	centriolin(CNTRL)	Homo sapiens
227561_at	discoidin domain receptor tyrosine kinase 2(DDR2)	Homo sapiens
201949_x_at	capping actin protein of muscle Z-line beta subunit(CAPZB)	Homo sapiens
210793_s_at	nucleoporin 98(NUP98)	Homo sapiens
224480_s_at	glycerol-3-phosphate acyltransferase 3(GPAT3)	Homo sapiens
208050_s_at	caspase 2(CASP2)	Homo sapiens
209811_at	caspase 2(CASP2)	Homo sapiens
218280_x_at	histone cluster 2 H2A family member a4(HIST2H2AA4)	Homo sapiens
238474_at	nucleoporin 43(NUP43)	Homo sapiens
227335_at	death inducer-obliterator 1(DIDO1)	Homo sapiens
1552394_a_at	ENTH domain containing 1(ENTHD1)	Homo sapiens
219482_at	SET domain containing 4(SETD4)	Homo sapiens
1556698_a_at	GPRIN family member 3(GPRIN3)	Homo sapiens
212468_at	sperm associated antigen 9(SPAG9)	Homo sapiens
212470_at	sperm associated antigen 9(SPAG9)	Homo sapiens
1555962_at	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3GNT7)	Homo sapiens
1555963_x_at	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3GNT7)	Homo sapiens
1563687_a_at	FRY like transcription coactivator(FRYL)	Homo sapiens
1558636_s_at	ADAM metallopeptidase with thrombospondin type 1 motif 5(ADAMTS5)	Homo sapiens
224955_at	TEA domain transcription factor 1(TEAD1)	Homo sapiens
1563455_at	SIK family kinase 3(SIK3)	Homo sapiens
1554929_at	SIK family kinase 3(SIK3)	Homo sapiens
232431_at	nuclear receptor subfamily 3 group C member 1(NR3C1)	Homo sapiens
204197_s_at	runt related transcription factor 3(RUNX3)	Homo sapiens
225231_at	Cbl proto-oncogene(CBL)	Homo sapiens
229372_at	golgi transport 1A(GOLT1A)	Homo sapiens
203611_at	telomeric repeat binding factor 2(TERF2)	Homo sapiens
238700_at	protein inhibitor of activated STAT 2(PIAS2)	Homo sapiens
219278_at	mitogen-activated protein kinase kinase kinase 6(MAP3K6)	Homo sapiens
204106_at	testis-specific kinase 1(TESK1)	Homo sapiens
231955_s_at	3-hydroxyisobutyrate dehydrogenase(HIBADH)	Homo sapiens
205301_s_at	8-oxoguanine DNA glycosylase(OGG1)	Homo sapiens
1559956_at	synaptotagmin 7(SYT7)	Homo sapiens
209491_s_at	uncharacterized LOC100130460(CAND1.11)	Homo sapiens
223092_at	ANKH inorganic pyrophosphate transport regulator(ANKH)	Homo sapiens
229227_at	DICER1 antisense RNA 1(DICER1-AS1)	Homo sapiens
203588_s_at	transcription factor Dp-2(TFDP2)	Homo sapiens
214739_at	leucine rich repeats and calponin homology domain containing 3(LRCH3)	Homo sapiens
222422_s_at	Nedd4 family interacting protein 1(NDFIP1)	Homo sapiens
207332_s_at	transferrin receptor(TFRC)	Homo sapiens
200951_s_at	cyclin D2(CCND2)	Homo sapiens
239420_at	long intergenic non-protein coding RNA 1187(LINC01187)	Homo sapiens
1557991_at	methyltransferase like 6(METTL6)	Homo sapiens
232102_at	methyltransferase like 6(METTL6)	Homo sapiens
237254_at	solute carrier family 5 member 11(SLC5A11)	Homo sapiens
213189_at	MYC induced nuclear antigen(MINA)	Homo sapiens
230940_at	uncharacterized LOC100288123(LOC100288123)	Homo sapiens
230143_at	ring finger protein 165(RNF165)	Homo sapiens
229978_at	shisa family member 9(SHISA9)	Homo sapiens
1554285_at	hepatitis A virus cellular receptor 2(HAVCR2)	Homo sapiens
235458_at	hepatitis A virus cellular receptor 2(HAVCR2)	Homo sapiens
204093_at	cyclin H(CCNH)	Homo sapiens
240551_at	zinc finger and BTB domain containing 45(ZBTB45)	Homo sapiens
207200_at	ornithine carbamoyltransferase(OTC)	Homo sapiens
1560201_at	zinc finger protein 713(ZNF713)	Homo sapiens
210892_s_at	general transcription factor IIi(GTF2I)	Homo sapiens
211831_s_at	thrombopoietin(THPO)	Homo sapiens
242411_at	ADP ribosylation factor like GTPase 10(ARL10)	Homo sapiens
217476_at	thyroid hormone receptor, alpha(THRA)	Homo sapiens
212500_at	2-aminoethanethiol dioxygenase(ADO)	Homo sapiens
1566472_s_at	uncharacterized LOC100996506(LOC100996506)	Homo sapiens
230748_at	solute carrier family 16 member 6(SLC16A6)	Homo sapiens
204366_s_at	general transcription factor IIIC subunit 2(GTF3C2)	Homo sapiens
205961_s_at	PC4 and SFRS1 interacting protein 1(PSIP1)	Homo sapiens
230350_at	TIA1 cytotoxic granule associated RNA binding protein like 1(TIAL1)	Homo sapiens
214209_s_at	ATP binding cassette subfamily B member 9(ABCB9)	Homo sapiens
205234_at	solute carrier family 16 member 4(SLC16A4)	Homo sapiens
226815_at	TAM41 mitochondrial translocator assembly and maintenance homolog(TAMM41)	Homo sapiens
217418_x_at	membrane spanning 4-domains A1(MS4A1)	Homo sapiens
204581_at	CD22 molecule(CD22)	Homo sapiens
206312_at	guanylate cyclase 2C(GUCY2C)	Homo sapiens
206150_at	CD27 molecule(CD27)	Homo sapiens
243209_at	potassium voltage-gated channel subfamily Q member 4(KCNQ4)	Homo sapiens
1559097_at	long intergenic non-protein coding RNA 1550(LINC01550)	Homo sapiens
1557260_a_at	zinc finger protein 382(ZNF382)	Homo sapiens
206900_x_at	zinc finger protein 253(ZNF253)	Homo sapiens
212769_at	transducin like enhancer of split 3(TLE3)	Homo sapiens
1555741_at	melanocortin 2 receptor accessory protein(MRAP)	Homo sapiens
210164_at	granzyme B(GZMB)	Homo sapiens
207892_at	CD40 ligand(CD40LG)	Homo sapiens
1557113_at	uncharacterized LOC283588(LOC283588)	Homo sapiens
211075_s_at	CD47 molecule(CD47)	Homo sapiens
1555374_at	tubulin tyrosine ligase(TTL)	Homo sapiens
215269_at	trafficking protein particle complex 10(TRAPPC10)	Homo sapiens
222061_at	CD58 molecule(CD58)	Homo sapiens
208547_at	histone cluster 1 H2B family member b(HIST1H2BB)	Homo sapiens
223522_at	microRNA 600(MIR600)	Homo sapiens
221422_s_at	microRNA 600(MIR600)	Homo sapiens
243491_at	zinc finger protein 431(ZNF431)	Homo sapiens
205297_s_at	CD79b molecule(CD79B)	Homo sapiens
203156_at	A-kinase anchoring protein 11(AKAP11)	Homo sapiens
229475_at	maelstrom spermatogenic transposon silencer(MAEL)	Homo sapiens
226223_at	pro-apoptotic WT1 regulator(PAWR)	Homo sapiens
204004_at	pro-apoptotic WT1 regulator(PAWR)	Homo sapiens
204005_s_at	pro-apoptotic WT1 regulator(PAWR)	Homo sapiens
211176_s_at	paired box 4(PAX4)	Homo sapiens
1566190_at	SUZ12 polycomb repressive complex 2 subunit(SUZ12)	Homo sapiens
228303_at	polypeptide N-acetylgalactosaminyltransferase 6(GALNT6)	Homo sapiens
219956_at	polypeptide N-acetylgalactosaminyltransferase 6(GALNT6)	Homo sapiens
237183_at	polypeptide N-acetylgalactosaminyltransferase 5(GALNT5)	Homo sapiens
203508_at	TNF receptor superfamily member 1B(TNFRSF1B)	Homo sapiens
208538_at	acidic nuclear phosphoprotein 32 family member C(ANP32C)	Homo sapiens
207129_at	carbonic anhydrase 5B(CA5B)	Homo sapiens
241925_x_at	solute carrier family 16 member 7(SLC16A7)	Homo sapiens
219737_s_at	protocadherin 9(PCDH9)	Homo sapiens
233705_at	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)	Homo sapiens
230316_at	SEC14 like lipid binding 2(SEC14L2)	Homo sapiens
238534_at	LRR binding FLII interacting protein 1(LRRFIP1)	Homo sapiens
238840_at	LRR binding FLII interacting protein 1(LRRFIP1)	Homo sapiens
1554699_at	l(3)mbt-like 4 (Drosophila)(L3MBTL4)	Homo sapiens
225005_at	PHD finger protein 13(PHF13)	Homo sapiens
213248_at	uncharacterized LOC730101(LOC730101)	Homo sapiens
221601_s_at	Fc fragment of IgM receptor(FCMR)	Homo sapiens
221602_s_at	Fc fragment of IgM receptor(FCMR)	Homo sapiens
236117_at	zinc finger protein 597(ZNF597)	Homo sapiens
224164_at	tropomyosin 3(TPM3)	Homo sapiens
238065_at	tropomyosin 3(TPM3)	Homo sapiens
1555758_a_at	cyclin dependent kinase inhibitor 3(CDKN3)	Homo sapiens
232387_at	synergin gamma(SYNRG)	Homo sapiens
232981_s_at	synergin gamma(SYNRG)	Homo sapiens
226989_at	repulsive guidance molecule family member b(RGMB)	Homo sapiens
230986_at	Kruppel like factor 8(KLF8)	Homo sapiens
208396_s_at	phosphodiesterase 1A(PDE1A)	Homo sapiens
230218_at	HIC ZBTB transcriptional repressor 1(HIC1)	Homo sapiens
209265_s_at	methyltransferase like 3(METTL3)	Homo sapiens
213653_at	methyltransferase like 3(METTL3)	Homo sapiens
204735_at	phosphodiesterase 4A(PDE4A)	Homo sapiens
238057_at	ubiquitin specific peptidase 45(USP45)	Homo sapiens
1555960_at	histidine triad nucleotide binding protein 1(HINT1)	Homo sapiens
229306_at	C2 calcium dependent domain containing 4B(C2CD4B)	Homo sapiens
212642_s_at	human immunodeficiency virus type I enhancer binding protein 2(HIVEP2)	Homo sapiens
212641_at	human immunodeficiency virus type I enhancer binding protein 2(HIVEP2)	Homo sapiens
239410_at	hexokinase 2(HK2)	Homo sapiens
230444_at	phosphodiesterase 7A(PDE7A)	Homo sapiens
223276_at	small integral membrane protein 3(SMIM3)	Homo sapiens
209010_s_at	trio Rho guanine nucleotide exchange factor(TRIO)	Homo sapiens
205839_s_at	TSPO associated protein 1(TSPOAP1)	Homo sapiens
205671_s_at	major histocompatibility complex, class II, DO beta(HLA-DOB)	Homo sapiens
222225_at	ribosomal protein L23a pseudogene 53(RPL23AP53)	Homo sapiens
226585_at	nei like DNA glycosylase 2(NEIL2)	Homo sapiens
226452_at	pyruvate dehydrogenase kinase 1(PDK1)	Homo sapiens
1569149_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens
240581_at	uncharacterized LOC644135(LOC644135)	Homo sapiens
243797_at	serine/threonine kinase 17b(STK17B)	Homo sapiens
1552997_a_at	IQ motif containing F1(IQCF1)	Homo sapiens
219890_at	C-type lectin domain family 5 member A(CLEC5A)	Homo sapiens
237706_at	syntaxin binding protein 4(STXBP4)	Homo sapiens
237515_at	transmembrane protein 56(TMEM56)	Homo sapiens
1558123_at	long intergenic non-protein coding RNA 957(LINC00957)	Homo sapiens
214795_at	zinc finger MYND-type containing 8(ZMYND8)	Homo sapiens
207655_s_at	B-cell linker(BLNK)	Homo sapiens
212169_at	FK506 binding protein 9(FKBP9)	Homo sapiens
241120_s_at	cell division cycle 20B(CDC20B)	Homo sapiens
240421_x_at	salvador family WW domain containing protein 1(SAV1)	Homo sapiens
214438_at	H2.0 like homeobox(HLX)	Homo sapiens
236948_x_at	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens
213313_at	RAB GTPase activating protein 1(RABGAP1)	Homo sapiens
1562895_at	uncharacterized LOC101927502(LOC101927502)	Homo sapiens
204266_s_at	choline kinase alpha(CHKA)	Homo sapiens
204233_s_at	choline kinase alpha(CHKA)	Homo sapiens
1557879_at	uncharacterized LOC100129175(LOC100129175)	Homo sapiens
222333_at	ALS2 C-terminal like(ALS2CL)	Homo sapiens
1553369_at	family with sequence similarity 129 member C(FAM129C)	Homo sapiens
230983_at	family with sequence similarity 129 member C(FAM129C)	Homo sapiens
220068_at	pre-B lymphocyte 3(VPREB3)	Homo sapiens
200737_at	phosphoglycerate kinase 1(PGK1)	Homo sapiens
243514_at	WD repeat and FYVE domain containing 2(WDFY2)	Homo sapiens
213359_at	heterogeneous nuclear ribonucleoprotein D(HNRNPD)	Homo sapiens
235445_at	uncharacterized LOC100508046(LOC100508046)	Homo sapiens
235310_at	germinal center associated signaling and motility(GCSAM)	Homo sapiens
227352_at	SWIM-type zinc finger 7 associated protein 1(SWSAP1)	Homo sapiens
213235_at	lysine rich nucleolar protein 1(KNOP1)	Homo sapiens
229558_at	lysine rich nucleolar protein 1(KNOP1)	Homo sapiens
201336_at	vesicle associated membrane protein 3(VAMP3)	Homo sapiens
219942_at	myosin light chain 7(MYL7)	Homo sapiens
1555505_a_at	tyrosinase(TYR)	Homo sapiens
226308_at	HAUS augmin like complex subunit 8(HAUS8)	Homo sapiens
222753_s_at	signal peptidase complex subunit 3(SPCS3)	Homo sapiens
1568906_at	uncharacterized LOC728196(LOC728196)	Homo sapiens
201898_s_at	ubiquitin conjugating enzyme E2 A(UBE2A)	Homo sapiens
206858_s_at	homeobox C6(HOXC6)	Homo sapiens
242291_at	eukaryotic translation initiation factor 4E nuclear import factor 1(EIF4ENIF1)	Homo sapiens
208869_s_at	GABA type A receptor associated protein like 1(GABARAPL1)	Homo sapiens
211458_s_at	GABA type A receptor associated protein like 1(GABARAPL1)	Homo sapiens
217556_at	chloride voltage-gated channel 4(CLCN4)	Homo sapiens
243059_at	FOXF1 adjacent non-coding developmental regulatory RNA(FENDRR)	Homo sapiens
221753_at	slingshot protein phosphatase 1(SSH1)	Homo sapiens
1554274_a_at	slingshot protein phosphatase 1(SSH1)	Homo sapiens
1565588_at	SP140 nuclear body protein like(SP140L)	Homo sapiens
212751_at	ubiquitin conjugating enzyme E2 N(UBE2N)	Homo sapiens
1553601_a_at	transmembrane inner ear(TMIE)	Homo sapiens
213985_s_at	transmembrane protein 259(TMEM259)	Homo sapiens
232086_at	phosphatidylinositol 3-kinase catalytic subunit type 3(PIK3C3)	Homo sapiens
230641_at	uncharacterized LOC100505938(LOC100505938)	Homo sapiens
222163_s_at	spermatogenesis associated 5 like 1(SPATA5L1)	Homo sapiens
1560788_at	myosin IIIB(MYO3B)	Homo sapiens
1564721_at	uncharacterized LOC101927588(LOC101927588)	Homo sapiens
1570163_at	EGFLAM antisense RNA 4(EGFLAM-AS4)	Homo sapiens
201190_s_at	phosphatidylinositol transfer protein alpha(PITPNA)	Homo sapiens
207440_at	solute carrier family 35 member A2(SLC35A2)	Homo sapiens
1561528_at	uncharacterized LOC101927592(LOC101927592)	Homo sapiens
207558_s_at	paired like homeodomain 2(PITX2)	Homo sapiens
239002_at	abnormal spindle microtubule assembly(ASPM)	Homo sapiens
201948_at	G protein nucleolar 2(GNL2)	Homo sapiens
224855_at	microRNA 6741(MIR6741)	Homo sapiens
224325_at	microRNA 4683(MIR4683)	Homo sapiens
223658_at	potassium two pore domain channel subfamily K member 6(KCNK6)	Homo sapiens
203234_at	uridine phosphorylase 1(UPP1)	Homo sapiens
205193_at	MAF bZIP transcription factor F(MAFF)	Homo sapiens
1559585_at	DEAD-box helicase 60-like(DDX60L)	Homo sapiens
201879_at	ariadne RBR E3 ubiquitin protein ligase 1(ARIH1)	Homo sapiens
219479_at	KDEL motif containing 1(KDELC1)	Homo sapiens
228540_at	QKI, KH domain containing RNA binding(QKI)	Homo sapiens
236154_at	QKI, KH domain containing RNA binding(QKI)	Homo sapiens
202027_at	transmembrane protein 184B(TMEM184B)	Homo sapiens
1557731_at	uncharacterized LOC400620(LOC400620)	Homo sapiens
201421_s_at	WD repeat domain 77(WDR77)	Homo sapiens
230031_at	heat shock protein family A (Hsp70) member 5(HSPA5)	Homo sapiens
232305_at	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1(HMGCLL1)	Homo sapiens
229367_s_at	GTPase, IMAP family member 6(GIMAP6)	Homo sapiens
233084_s_at	synaptonemal complex central element protein 1(SYCE1)	Homo sapiens
219994_at	amyloid beta precursor protein binding family B member 1 interacting protein(APBB1IP)	Homo sapiens
204286_s_at	phorbol-12-myristate-13-acetate-induced protein 1(PMAIP1)	Homo sapiens
212038_s_at	voltage dependent anion channel 1(VDAC1)	Homo sapiens
209689_at	coiled-coil domain containing 93(CCDC93)	Homo sapiens
244446_at	SMAD1 antisense RNA 2(SMAD1-AS2)	Homo sapiens
225809_at	prostate androgen-regulated mucin-like protein 1(PARM1)	Homo sapiens
229058_at	ankyrin repeat domain 16(ANKRD16)	Homo sapiens
227580_s_at	tectonin beta-propeller repeat containing 1(TECPR1)	Homo sapiens
235508_at	promyelocytic leukemia(PML)	Homo sapiens
211527_x_at	vascular endothelial growth factor A(VEGFA)	Homo sapiens
210512_s_at	vascular endothelial growth factor A(VEGFA)	Homo sapiens
223394_at	SERTA domain containing 1(SERTAD1)	Homo sapiens
219092_s_at	inositol-pentakisphosphate 2-kinase(IPPK)	Homo sapiens
218165_at	MYST/Esa1 associated factor 6(MEAF6)	Homo sapiens
243372_at	heat shock protein family D (Hsp60) member 1(HSPD1)	Homo sapiens
214757_at	PMS1 homolog 2, mismatch repair system component pseudogene 2(PMS2P2)	Homo sapiens
229865_at	fibronectin type III domain containing 3B(FNDC3B)	Homo sapiens
242585_at	CKMT2 antisense RNA 1(CKMT2-AS1)	Homo sapiens
206708_at	forkhead box N2(FOXN2)	Homo sapiens
217599_s_at	MyoD family inhibitor domain containing(MDFIC)	Homo sapiens
211675_s_at	MyoD family inhibitor domain containing(MDFIC)	Homo sapiens
219394_at	phosphatidylglycerophosphate synthase 1(PGS1)	Homo sapiens
220404_at	adhesion G protein-coupled receptor G3(ADGRG3)	Homo sapiens
204320_at	collagen type XI alpha 1 chain(COL11A1)	Homo sapiens
211479_s_at	5-hydroxytryptamine receptor 2C(HTR2C)	Homo sapiens
1553145_at	TAPT1 antisense RNA 1 (head to head)(TAPT1-AS1)	Homo sapiens
219350_s_at	diablo IAP-binding mitochondrial protein(DIABLO)	Homo sapiens
1570173_at	integrator complex subunit 7(INTS7)	Homo sapiens
1570542_a_at	peptidase, mitochondrial processing beta subunit(PMPCB)	Homo sapiens
233681_at	keratin associated protein 3-3(KRTAP3-3)	Homo sapiens
212643_at	mitogen-activated protein kinase 1 interacting protein 1 like(MAPK1IP1L)	Homo sapiens
1561125_at	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like(MTHFD1L)	Homo sapiens
205990_s_at	Wnt family member 5A(WNT5A)	Homo sapiens
231462_at	transmembrane protein 114(TMEM114)	Homo sapiens
210547_x_at	islet cell autoantigen 1(ICA1)	Homo sapiens
242602_x_at	zinc finger protein 254(ZNF254)	Homo sapiens
236717_at	family with sequence similarity 179 member A(FAM179A)	Homo sapiens
207296_at	zinc finger protein 343(ZNF343)	Homo sapiens
201566_x_at	inhibitor of DNA binding 2, HLH protein(ID2)	Homo sapiens
242866_x_at	POU class 2 homeobox 2(POU2F2)	Homo sapiens
64488_at	immunity related GTPase Q(IRGQ)	Homo sapiens
221877_at	immunity related GTPase Q(IRGQ)	Homo sapiens
1555833_a_at	immunity related GTPase Q(IRGQ)	Homo sapiens
223584_s_at	kelch repeat and BTB domain containing 2(KBTBD2)	Homo sapiens
